"id","slug","title","subTitle","tags","status","best_teams","names_combined"
"25191","11785-spring2021-rc0e-colab","11785-Spring2021-RC0D-Colab",Colab Tutorial Toy Example: Does s/he like me?,No_Tags,completed,"6259210,9494633,4462565,5256933,5300739","Sergey Saharovskiy, Onur koç, Tensorboy, bogoconic1, Niveditha Vudayagiri"
"24951",applai-global-contest-a1,ApplAi Global Contest A1,Regression Problem,No_Tags,completed,"6411322,6431833,2578660,5274255,6432611","OmarVivas, Nour Kamaly, Ali Maher, Devlikamov Vlad, Mihiru Lakshitha"
"24741",makeup-11785-hw3p2-fall2020,Makeup 11785-HW3p2-Fall2020,Makeup kaggle for students hoping to improve grades over the winter break for HW3p2,No_Tags,completed,"6674022,3823514,260287,847605,75976","CPMP, Mohsin hasan, CroDoc, Oct0pus, Leonie"
"24859",massp2021-1,MaSSP2021-German Credit,Xây dựng mô hình phân loại khách hàng,No_Tags,completed,"6674022,520183,4712534,1984530,4760409","Nischay Dhankhar, Yiemon773, CroDoc, Gaurav Dutta, Vincent Roseberry"
"25303",aicore-classification,AiCore classification 1,"10 class ""simple"" classification. Avoid overfitting!",No_Tags,completed,"4760409,623370,1305588,3133516,1695531","Y.Nakama, Takoi, charmq, pao, Gaurav Dutta"
"24891",applai-workshop-a1,ApplAi Workshop A1,Linear Regression Assignment,No_Tags,completed,"443651,6259210,5309,10918030,7254125","Abhishek Thakur, Gilles Vandewiele, Sergey Saharovskiy, tetsu2131, Javohir Toshqurgonov"
"25297",mobile-price-prediction,Mobile Price Range Prediction,Use the various properties of mobile phones to predict their price range,No_Tags,completed,"5250422,1958238,1028064,1753973,4760409","e-toppo, Youri Matiounine, Wenrui Kong, Kenma Tsuru, Gaurav Dutta"
"25401",hungry-geese,Hungry Geese,Don't. Stop. Eating.,No_Tags,completed,"37166,304662,1424766,2675447,4804850","Psi, Yauhen Babakhin, Dieter, Pascal Pfeiffer, Remek Kinas"
"25458",upec-ml-course-project-ii,Upec ML course project II,Evaluate your model by counting number of bikes and scooters,No_Tags,completed,"1522136,309707,1777760,7749553,1688121","kaggler, Hwigeon Oh, Sheng-xiang Yuan, Jae Young Kim, DongWan Kim"
"25625",shaastra-wells-fargo-hackathon,<She/Hacks> - Shaastra'21 and Wells Fargo,Predict the unique headcount of students enrolled at a university based on different attributes.,No_Tags,completed,"8899439,1069377,1410012,3843588,623370","Takoi, (⊙﹏⊙), Ethan, Rib~, hyd"
"25404",tjml-2020-2021-neural-network-competition,TJML 2020-2021 Neural Network Competition,Use Neural Networks to classify handwritten digits from the MNIST dataset,No_Tags,completed,"8625563,18463,1279632,448347,4760409","Mathurin Aché, Qishen Ha, taksai, Gaurav Dutta, Munir Kudrati-Plummer"
"25787",mri-classification-for-sustech-deep-learning,MRI Classification for Sustech Deep Learning,A competition for 2021 deep learning course in Sustech,No_Tags,completed,"219107,281494,1264580,2755634,4760409","katsumi, khyeh, Costas Voglis, Ouranos, Gaurav Dutta"
"25590",sfu-cmpt-image-classification-2021-spring,SFU CMPT Image Classification 2021 Spring,Image classification,No_Tags,completed,"3843588,4241674,1069377,5834823,9569743","Ethan, qyxs, Rib~, Koo, k_s"
"25513",mpfi-titanic-2021,Max Planck Florida Project: Titanic Model,Predict survival on the Titanic dataset.,No_Tags,completed,"448347,37166,11570669,18463,2003977","Mathurin Aché, Psi, Qishen Ha, Joakim Arvidsson, Muhammad Faisal Ali"
"25521",caltech-cs-155-2021-mp1-part-1,Miniproject #1 2021,Caltech CS155 2021,No_Tags,completed,"5714742,9573890,9589243,4760409,5852608","Gaurav Dutta, Jay Siri, Junxuan Shen, Sarah Dunbar, Joshua Flashner"
"25808",whiskey-reviews-ds22-take-2,Whiskey Reviews DS22 - Take 2!,"Excellent, Okay, or Poor - you find out!  = )",No_Tags,completed,"5892675,4539087,7963717,4760409,1348567","Ulrich G., Gaurav Dutta, Kaushal Krishna, Roiko Andrii, Jeremy Glasser"
"25530",protonx-tensorflow-02-kaggle-02,ProtonX - Đánh giá khả năng bị bệnh trong 10 năm,Logistic Regression,No_Tags,completed,"1036830,219107,1238483,6374505,1264580","khyeh, Trushant Kalyanpur, Ouranos, KKY, woody285"
"25698",inaturalist-2021,iNat Challenge 2021 - FGVC8,"10,000 Species Recognition Challenge with iNaturalist Data - FGVC8",No_Tags,completed,"75976,2675447,471945,37166,1424766","Ahmet Erdem, Psi, CPMP, Dieter, Pascal Pfeiffer"
"25414",transformer,ХакАтом,Анализ и прогнозирование состояния силовых трансформаторов АЭС,No_Tags,completed,"715257,854613,1739577,6650151,317344","ONODERA, senkin13, ishikei, Vladislav Zaychikov, 30CrMnSiA"
"25697",applied-ai-assignment-15,Applied AI Assignment 1.5,Using MLP to solve the connect 4 problem from Assignment 1,No_Tags,completed,"178864,4760409,727004,4184342,373959","fate, Yury Kashnitsky, Andrew Lukyanenko, Tensor Girl, Gaurav Dutta"
"25842",advnlp-constructive-comments-classification,AdvNLP - Constructive Comments Classification,Binary Classification Problem,No_Tags,completed,"4801400,317344,715257,854613,4288268","ONODERA, senkin13, Mehran Kazeminia, Somayyeh Gholami, 30CrMnSiA"
"25951",hashcode-2021-oqr-extension,Hash Code 2021 - Traffic Signaling,Optimize city traffic in this extension of the 2021 Hash Code qualifier,"automobiles and vehicles, optimization",completed,"1069377,3843588,8899439,3133516,623370","Takoi, charmq, Ethan, Rib~, hyd"
"25875",cs-498-dl-spring-21-assignment-2-3-layer-nn-sgd,CS 498 DL Assignment 2 - 3 layer NN SGD,SGD Portion for 3 Layer NN in Assignment 2,No_Tags,completed,"4430644,737296,6795640,2013054,3778885","Karan, Junhyeong Cho, Sanjana Sarkar, Yi Shian Ho, Anurag Anand"
"26192",whoareyou,Who are you？,Find the person and his phone,No_Tags,completed,"421965,1478649,54836,2596066,75976","Giba, CPMP, datasaurus, Isamu, Ioannis M"
"26069",learning-to-count,Learning to Count,Postgraduate Course on DataScience and Bigdata at University of Barcelona,No_Tags,completed,"282250,260287,1410012,3843588,623370","Takoi, tereka, (⊙﹏⊙), Mohsin hasan, Rib~"
"26079",ncaam-march-mania-2021,March Machine Learning Mania 2021 - NCAAM,Predict the 2021 NCAAM Basketball Tournament,"basketball, sports",completed,"2029256,3533990,6674022,10171,2711607","KS, Prateek, dynamic24, Ayushman Buragohain, CroDoc"
"25925",coleridgeinitiative-show-us-the-data,Coleridge Initiative - Show US the Data,Discover how data is used for the public good,"research, text",completed,"2663106,3843588,6674022,1197382,178864","Tim Riggins, zhengheng, Yury Kashnitsky, Rib~, CroDoc"
"25950",icmcis-drone-tracking,Drone identification and tracking,"From radar and other sensor data, can you detect, classify and track different drones or UAVs",No_Tags,completed,"37166,1695531,4760409,2675447,2852238","Y.Nakama, Psi, Amed, Pascal Pfeiffer, Gaurav Dutta"
"25908","216hw2updated",AM 216 HW 2 (updated),Find the temperature of an Ising Image.,No_Tags,completed,"6644371,4450320,4760409,6640370,4804850","Jennifer Sun, Hang Yang H-alpha, Prasidh Chhabria, Remek Kinas, Gaurav Dutta"
"26211",smhrd3343434,K-디지털 빅데이터2차반,실직자분석,No_Tags,completed,"6796041,6330633,2033538,3982638,2234817","Dracarys, Doomsday, Jaideep, KimDongSik, jjangchen"
"26178",usc-dsci552-section-32416d-spring-2021-ps3,USC DSCI552 Section 32416D Spring 2021 (PS3),Competition to Problem Set 3,No_Tags,completed,"1478649,1212661,1516970,4804850,991320","DrHB, Isamu, Iafoss, Gleb, Remek Kinas"
"25914",commonlitreadabilityprize,CommonLit Readability Prize,Rate the complexity of literary passages for grades 3-12 classroom use,"text, regression",completed,"1565399,3982638,1498852,54836,75976","Dracarys, Giba, CPMP, kkiller, Tom"
"26288",mie1624winter2021,MIE 1624 Course Project,This competition is a part of evaluation component for the course Introduction to Data Science and Analytics,No_Tags,completed,"1069377,847605,282250,260287,75976","CPMP, tereka, Mohsin hasan, Ethan, Oct0pus"
"26421",am216hw4,AM 216 HW 4,Spin Configuration Problem,No_Tags,completed,"1601888,7915848,11207968,9234536,9525452","xiaoShy, Gokhan Egri, Skyler Wu, Syd Zheng, kaleb guo"
"26470",vietai-f7-assignment-4,VietAI Foundation Course 7 - Assignment 4 LSTM,Leaderboard for Assignment 4 of VietAI Foundation Course 7 (HCMC),No_Tags,completed,"4804850,471945,1478649,1424766,1562115","Ahmet Erdem, Dieter, Alvor, Isamu, Remek Kinas"
"26343","11775-hw2","11-775 Homework 2",Leaderboard for CMU 11-775 homework 2,No_Tags,completed,"623370,2596066,5529527,75976,3982638","Dracarys, CPMP, Takoi, Ioannis M, Shubham Thapa"
"26518",ece597-697,ECE597/697 Fashion MNIST Classifier,Can your classifier predict the type of Fashion item in the image?,No_Tags,completed,"3238185,1533686,1279632,1080199,1441782","taksai, ayamyam, Tomomu Iwai, A.Sato, Yaozhong Zhang"
"26464",besthomeclass7,Best Home,Предсказание популярности объявлений о продаже домов,No_Tags,completed,"5670224,3110858,1197382,6411839,1013678","zhengheng, 安静, 老肥, ADAM., Joseph Josia"
"26454",us-election-twitter-mini-datathon-advanced,US election Twitter mini Datathon(Advanced),Classify major events based on tweets sent by users on Twitter.,No_Tags,completed,"2485702,3536136,1424766,6799526,471945","Ahmet Erdem, Dieter, maziyank, Abhi Gambhir, Siddharth Gupte"
"26423",cs98x-dl-task2-contract-clasification,CS98X-DL-Task2-Contract-Clasification,Classify each contract into the corresponding classes,No_Tags,completed,"2062758,190923,75976,1424766,317344","ONODERA, Theo Viel, Optimo, CPMP, Dieter"
"26480",tabular-playground-series-jun-2021,Tabular Playground Series - Jun 2021,Practice your ML skills on this approachable dataset!,"beginner, classification, tabular, multiclass classification",completed,"698363,3489491,6097832,4037336,19099","MPWARE, Oscar Villarreal Escamilla, Andrey Shtrauss, Lucas Morin, Alexander Ryzhkov"
"26562",cs475-sp21-hw3,CS 475 (Spring'21) Sentiment Analysis,Sentiment analysis using SVMs,No_Tags,completed,"2062758,421965,1424766,4760409,37166","Theo Viel, Psi, Dieter, datasaurus, Gaurav Dutta"
"26578",cs-498-dl-assignment-3-part-2,CS 498 DL Assignment 3 Part 2,Object Detection on PASCAL VOC,No_Tags,completed,"37166,1424766,1577135,75976,85156","Psi, CPMP, Dieter, Khoi Nguyen, dott"
"26452",nlp-for-news-headlines,NLP for News Headlines,Predict the category of news stories given their headlines.,No_Tags,completed,"2781854,3843588,1069377,8305527,3930531","ld, Kamal Das, Ethan, Rib~, Hiiragi Sakuya"
"26597",sce-dl-spring-2021-project-part-1,SCE DL course Spring 2021 part 1,SCE DL course Spring 2021 part 1,No_Tags,completed,"898111,8273630,4760409,3843588,1073620","YaGana Sheriff-Hussaini, Robin Smits, Rib~, Gaurav Dutta, Ravi Ramakrishnan"
"26659",word2vec-21,Word2Vec (21),Predict an IMDB sentiment based on word2vec embeddings,No_Tags,completed,"4651749,7994962,4613472,304662,4674282","Yauhen Babakhin, MatthewIskornev, Anton Ryabchenko, UteshevaEM, Dinara Khaydarova"
"26607",give-me-some-credit,Give Me Some Credit,Predicting credit scoring,No_Tags,completed,"37166,1424766,4712534,2675447,6961869","Nischay Dhankhar, Psi, Dieter, Pascal Pfeiffer, Fco Javier Melo"
"26611",kaggledatafest,Kaggle Datafest Hackathon,Predict the price-category of real estate in Pakistan posted on Zameen.com,No_Tags,completed,"11570669,5998972,1958238,6246577,4760409","e-toppo, Yue Sun, Gaurav Dutta, Aya Elrayes, Muhammad Faisal Ali"
"26811",ammi-2021-convnets,Cassava Disease Classification,Classify pictures of cassava leaves into 1 of 4 disease categories (or healthy),No_Tags,completed,"37166,644036,2675447,304662,4760409","Psi, Rob Mulla, Yauhen Babakhin, Pascal Pfeiffer, Gaurav Dutta"
"26600",msi-traffic-sign-challenge-2021,MSI Traffic Sign Challenge 2021,Czyli trenujemy sieć neuronową do rozpoznawania znaków drogowych ze zdjęć,No_Tags,completed,"10474260,2812713,11309360,1087759,1623855","huiqin, SAVE, Guan_Yuhang, Fred-haha, JCW2023"
"26630",scaunlp2021,ScauNLP2021,华南农业大学2021自然语言处理课程-实验打榜-任务1,No_Tags,completed,"6674022,7331291,3802145,7247844,1690820","yukiZ, Volodymyr, CroDoc, Isaac2-ym, hazel_zhang"
"26663",cmpe-257-lab-2-part-2,CMPE 257 Lab 2 Part 2,Using a Convolutional Neural Network classify the CIFAR dataset.,No_Tags,completed,"1270655,5168115,1120704,812001,448347","sin, Qishen Ha, Gary, Bo, sheep"
"26622",spring-2021-dl-assignment-2,Spring 2021: DL: Assignment 2,Age prediction from facial images,No_Tags,completed,"1822542,8273630,3514793,4760409,18463","Mathurin Aché, Mohammed Rizin V K, Gaurav Dutta, Ravi Ramakrishnan, Oscar Aguilar"
"26688",california-house-prices,California House Prices,Predict California sales prices,No_Tags,completed,"3528795,2996192,1809120,3514793,1195275","Mohammed Rizin V K, Chanran Kim, Mingjie Wang, Sergio Manuel Papadakis, Roc"
"26775",cse151b-spring,UCSD Deep Learning Class Competition,Autonomous vehicle motion forecasting challenge,No_Tags,completed,"4750885,5453287,5147566,6407913,8812254","Rain_00, Sirui Tao, Shawn Pan, akdec00, PopcornFlurry"
"26633",weight-prediction,Weight Prediction,Base from the personal information to predict the weight of the person,No_Tags,completed,"7285387,4753471,4800595,1501167,40584","Kɔuq Wang, chris, ForcewithMe, Ctrl_CV, lty"
"26819",sacm2021,SACM 2021 Hackathon,COVID-19 CXR Classification,No_Tags,completed,"1424766,85156,304662,37166,3924325","Psi, Kirderf, Yauhen Babakhin, Dieter, dott"
"26861","109-2-uta-dl-app-hw1","109-2 UTA DL APP HW1",Classifying Handwritten Letters and Digits in Extended MNIST dataset,No_Tags,completed,"9869528,4760409,8564932,8613855,2463986","Gaurav Dutta, Sandeep Kumar H, Tsung-Lung Ho, 北科大-Minh Tung Doan, t110318096"
"26923",unm-machine-learning-minst-dataset-p2-2,UNM Machine Learning - MINST dataset,Class - Project 2 - Part 2,No_Tags,completed,"629240,223160,936560,3924325,5551341","Kirderf, Virilo Tejedor Aguilera, EnricRovira, Miguel Toquero, YL"
"26875",spring21-cs189-hw6-cifar10,UC Berkeley CS189 HW6 (CIFAR-10),CS189 HW6 competition for CIFAR-10.,No_Tags,completed,"3930531,1069377,1134767,5834823,7285387","Light, ld, Ethan, qyxs, ForcewithMe"
"27714",diamonds-datamad0321,Diamonds | datamad0321,Predicting diamonds prices,No_Tags,completed,"6259210,903887,9037746,6574539,9059720","AnaAGG, Sergey Saharovskiy, BDMA2021-43, Jesper Goudswaard, Vlad"
"26930",dsm-l0-genderclassification,Gender Classification,Classifying gender based on personal preferences,No_Tags,completed,"278167,2062758,3843588,4760409,8739243","Theo Viel, Phaedrus, Rib~, Samuel Cortinhas, Gaurav Dutta"
"26937",artelligence-wissenaire,ARTELLIGENCE-WISSENAIRE,"Machine Learning Competition by Wissenaire,IIT Bhubaneswar",No_Tags,completed,"4804850,1478649,1562115,2626211,1424766","Andrij, Dieter, Alvor, Isamu, Remek Kinas"
"26940",asrm-499552-project-1-mae,ASRM 499/552 - Regression Project MAE,ASRM 499/552 Individual Regression Project with Validation Metric PE,No_Tags,completed,"7654857,7260908,6838329,5553571,8167416","SuzukiKeita, wietawjwe, kyamauchi1023, KojoBarbie, Yusuke Koseki"
"26941",ai-contest-for-all,AI contest for ALL,This is a AI contest for all,No_Tags,completed,"1134433,75976,471945,1424766,2099714","Ahmet Erdem, CPMP, Dieter, NguyenThanhNhan, Anh Pham"
"26943",mds-cl-2020-21-colx-563-lab-assignment-2,MDS-CL-2020-21 COLX 563 Lab Assignment 2,Semantic Role Labelling,No_Tags,completed,"2675447,471945,37166,1424766,75976","Ahmet Erdem, Psi, CPMP, Dieter, Pascal Pfeiffer"
"27000",teamedith1,Competition 1,Competition 1 based on basic algorithms,No_Tags,completed,"6428618,3951589,715257,6285410,3484256","senkin13, mugen88, IIDA, Takamaru, T88"
"27040",mso-insurance,Модели стохастических объектов,Предсказываем для страховой компании,No_Tags,completed,"471945,37166,2675447,1424766,2006644","Ahmet Erdem, Psi, Dieter, Pascal Pfeiffer, Johnny Lee"
"27151",advance-nlp-hackathon-2,Advance NLP Hackathon - 2,This hackathon is intended to test your understanding of topics that you learnt so far in this course.,No_Tags,completed,"4760409,1264580,9654526,1238483,10667990","khyeh, KKY, Gaurav Dutta, elliot837, ZhaorongLee"
"27169",datamining-2021-2,EE359-2 数据挖掘技术,This is a competition for course project 2,No_Tags,completed,"6278765,3500520,5188550,10939080,2848721","Kajumaru, stallone, Detective Hiro, Maruichi01, Salaryman"
"27219","2008kdd",医疗大数据科研室一组Task2：KDD CUP 2008,SIGKDD : KDD Cup 2008 : Breast cancer,No_Tags,completed,"3533990,2062758,2034058,278167,2779944","Theo Viel, Mobassir, Mr_KnowNothing, Phaedrus, Ayushman Buragohain"
"27263",ml4nlp-covid19ner,ML4NLP-Covid19 NER,Project of MSBD6000H,No_Tags,completed,"743064,708283,4760409,1094066,3012786","bestfitting, OrKatz, Marília Prata, Gaurav Dutta, Dmytro Poplavskiy"
"27318",hackathon2021,HACKATHON 2021 TKRCET,TKR COLLEGE OF ENGINEERING & TECHNOLOGY,No_Tags,completed,"282250,6430020,3511431,4760409,3446834","Alex Tsepa, Andrii Samoshyn, tereka, Gaurav Dutta, Andrii Yerko"
"27377",nlp2021agresivo,nlp2021agresivo,Detectar tuits agresivos,No_Tags,completed,"6674022,3823514,5753671,727004,1231596","Martin Kovacevic Buvinic, Andrew Lukyanenko, CroDoc, Vadim Irtlach, Leonie"
"27467",prml-data-contest-jan-2021,PRML-Data Contest-Jan 2021,Rate songs based on users previous history and metadata.,No_Tags,completed,"520183,448347,282250,3133516,4712534","Nischay Dhankhar, tereka, Qishen Ha, Yiemon773, charmq"
"27474",analyticsclubproject,Analytics Club Project Task,Money Laundering in Bitcoins & Inventory Management,No_Tags,completed,"494641,3469797,1134433,2062550,2099714","NguyenThanhNhan, TuAnHl, narsil (jobs-in-data.com), Anh Pham, Thang Nguyen"
"27618",mf-geo-hw-april,MF Geo homework,Geo basics,No_Tags,completed,"443651,2575717,278690,1829450,1552268","Gilles Vandewiele, Kha Vo, B!, Zidmie, Yaron"
"27643",unextbnb-price-prediction,UNextBnB : Price Prediction,Predict Prices for homestays,No_Tags,completed,"1348567,2852238,3612572,6674022,2062758","Theo Viel, Ulrich G., Amed, Loulou, CroDoc"
"27644",ml2021-spring-hw7,ML2021Spring-hw7,Bert - Extractive Question Answering,No_Tags,completed,"10788077,1438237,9682231,10829420,10829205","b08901172_ _ _ _er man, zWind, Yahaha, ZFRccc, K."
"27747",mid-term-new-assortment-forecasting21,Mid-term new assortment forecasting,SAS HSE DAB Project New Assortment Mid-term Forecasting,No_Tags,completed,"8273630,7476214,9494633,4760409,135296","guccimane228, Chahhou Mohamed, Gaurav Dutta, Ravi Ramakrishnan, Onur koç"
"27781",application-failure-prediction-part1,application-failure-prediction-part1,Build a Machine Learning model to predict application failures,No_Tags,completed,"4760409,6278313,2469370,7390948,7388675","Heihaier, Chi Zhang, uiMWin, Ran Wang, Gaurav Dutta"
"27783",mlb-player-digital-engagement-forecasting,MLB Player Digital Engagement Forecasting,Predict fan engagement with baseball player digital content,No_Tags,completed,"1904629,2242,4804850,3133516,690886","Patrick Yam, Bluefool, nlgn, charmq, Remek Kinas"
"27784",eco3119-20210509,ECO3119_20210509,"5/9",No_Tags,completed,"9713647,8734318,11031896,2905700,4354672","vincentgj2, lyyabc, Hanbo Du, haoming, wengweihao"
"27800",practica1-alvar,Pràctica1_Alvar,Primera pràctica de competició,No_Tags,completed,"1904629,2497784,690886,4444409,2934869","Patrick Yam, KhanhVD, nlgn, Tony Tang, yyykrk"
"27907",bigdata2021-rl-recsys,IEEE BigData Cup 2021: RL based RecSys,A novel recommendation scenario for modeling as a multi-step decision-making item recommendation..,No_Tags,completed,"1069377,5834823,73703,623370,854613","Takoi, Ethan, qyxs, 30CrMnSiA, Silogram"
"27929",creditcards-fraud-detection,Creditcards fraud detection,Detect fraud transactions,No_Tags,completed,"9749532,9752328,9752833,4760409,9751877","Gaurav Dutta, Maria Glubokova, Filippov Anton, Mikhail Novak, Andrei Petrov"
"29041",fit5149-2021-a2,FIT5149 2021 A2,Assessment 2,No_Tags,completed,"4760409,169364,1069377,3843588,548996","Jack (Japan), Ethan, Rib~, tito, Gaurav Dutta"
"29056","2021cie5141sphw12",CIE5141 2021SP HW12,Convolution Neural Network,No_Tags,completed,"2779944,1684129,3533990,4712534,201774","Nischay Dhankhar, Mr_KnowNothing, Mark Peng, Shivam Gupta, Ayushman Buragohain"
"27941",sc201-may-2021,SC201 May 2021,Boston Housing,No_Tags,completed,"5487737,7594122,7018927,4266177,2663106","Tim Riggins, slime, Sergei Fedorchenko, Guillermo García Cobo, Miguel González González"
"27971",ai-academy-dota-2,[ai-academy] Кто победит: Свет или Тьма? Часть I,"Создай модель, предсказывающую победу команды в сражении в игре Dota 2.",No_Tags,completed,"1277206,178864,727004,54836,690886","Vlad Golubev, Giba, Yury Kashnitsky, nlgn, Andrew Lukyanenko"
"28007",tabular-playground-series-jul-2021,Tabular Playground Series - Jul 2021,Practice your ML skills on this approachable dataset!,"pollution, time series analysis, tabular",completed,"1039460,7652624,3006330,10243605,1023686","KeepLearning, Minh-Nguyen Vuong-Le, Anas Mahmood, atsuiyooo, minhtu.mt.mt"
"27962",deep-learning-fasam-7,Deep Learning Fasam 7,Classifique o set de cada card do jogo Magic The Gathering,No_Tags,completed,"2058044,3760474,46947,1243482,761268","tarick.morty, SeshuRajuP 🧘‍♂️, Gopi Durgaprasad, Rajendra Sarpal, Shravan Kumar Koninti"
"29105",cifar100-image-classification-with-noisy-labels,CIFAR100 image classification with Noisy Labels,[GIST MLDL 2021 Spring] CA2 - Image classification on CIFAR100 with noisy labels,No_Tags,completed,"3620131,7486999,4760409,2417997,11355355","H.I.C, youwonsang, hayoon2131_20175152, Gaurav Dutta, DanielNoh2022"
"27994",largefinefoodai-iccv-recognition,LargeFineFoodAI-ICCV Workshop-Recognition,Large-scale fine-grained food recognition,No_Tags,completed,"1424766,304662,1277206,2675447,37166","Vlad Golubev, Psi, Yauhen Babakhin, Dieter, Pascal Pfeiffer"
"29104",cse144-hw4-part2,CSE144 Homework4-part2 Image Classification,Open ended machine learning challenge for CSE144,No_Tags,completed,"443651,2706866,2320599,4163969,1829450","Gunes Evitan, Gilles Vandewiele, Kha Vo, Arjun Prasad Sarkhel, Vic Degraeve"
"27835",dlai5-bad-apples,DLAI5 Fruits Categorical Classification,Crowdsourced hackathon from DLAI5,No_Tags,completed,"6693435,6259210,6612038,4760409,19099","Alexander Ryzhkov, Sanskar Hasija, Gaurav Dutta, Sergey Saharovskiy, Ritika Gupta"
"29106",cifar100-image-classification-with-long-tail,CIFAR100 image classification with Long-tail dist.,[GIST MLDL 2021 Spring] CA3 - Image classification on CIFAR100 with long tail distribution,No_Tags,completed,"7474258,12049269,12049217,3529217,7462767","Yechan Kim, Farhan, KunhoLee98, Keyneswu, youngk6"
"29343",sliced-s01e02-xunyc5,SLICED s01e02,Predict whether an aircraft strike with wildlife causes damage,No_Tags,completed,"4760409,7296821,769452,54836,1441782","Giba, Gabriel Preda, andrewyjn, A.Sato, Gaurav Dutta"
"29144",hw2p2-summer2021,HW2p2_summer2021,Face Verification Using Convolutional Neural Networks,No_Tags,completed,"4804850,1478649,2626211,1562115,3974868","Andrij, Wojtek Rosa, Alvor, Isamu, Remek Kinas"
"29173",qrm3003-final-competition,QRM3003 Final Competition,"Spring 2021, Yonsei Univeristy",No_Tags,completed,"1123252,3813519,4760409,1713991,3353251","Gaurav Dutta, Joel, ng_jo, Shin7jp, Lewisia"
"29282","2021-1-iab-challenge1","2021-1 IAB Challenge1",Tabular data classification,No_Tags,completed,"6806370,2404737,4673164,12756412,54836","Giba, Juntao Jiang, LinShuyi, Qiwei, taoyi"
"29464",i2a2-nlp-2021-text-classification,I2A2 2021 - Text Classification,Classification of products category by their title,No_Tags,completed,"2779944,5753671,2034058,1209886,769452","Mobassir, Mr_KnowNothing, Gabriel Preda, Nikita Konodyuk, Vadim Irtlach"
"29335",csce5300-prediction-competition,Prediction Competition - Bike Sharing Demand,End of CSCE 5300 regression competition,No_Tags,completed,"4433335,3906670,1636313,6591438,4350309","Mark Wijkhuizen, Darien Schettler, AIFahim, Ifti, Kritagya Raj Upadhyay"
"29148",hw2p2-summer2021-classification,HW2p2_summer2021_classification,Face Classification Using Convolutional Neural Networks,No_Tags,completed,"1829450,3355848,3095100,278690,443651","Shujun, Gilles Vandewiele, Kha Vo, chris, Zidmie"
"29193",classify-leaves,Classify Leaves,Train models to predict the plant species,No_Tags,completed,"2497784,500427,1904629,260287,2971214","Patrick Yam, KhanhVD, Wong, Mohsin hasan, ilia"
"29175",rc599-final-competition,RC599 Final Competition,"Spring, 2021, Yonsei University",No_Tags,completed,"1328185,3355848,1424766,471945,37166","Ahmet Erdem, Psi, Dieter, Shujun, Darek Kłeczek"
"29347",dfc61500,DFC615(00),KorQuad MRC,No_Tags,completed,"1080199,1279632,2062758,2126876,18463","Mathurin Aché, Theo Viel, taksai, tomo20180402, Tomomu Iwai"
"29166",analisispredictivo-itba,Análisis Predictivo,Competencia entre alumnos de la materia Análisis Predictivo del ITBA,No_Tags,completed,"443651,3355848,1829450,3873769,278690","Shujun, Gilles Vandewiele, Kha Vo, Zidmie, Vincent Schuler"
"29478",scaunlp2021-4,ScauNLP2021,华南农业大学2021自然语言处理课程-实验打榜-任务4,No_Tags,completed,"6454680,3627759,5092791,1625743,2593251","cool_rabbit, kambehmw, YYama, patriot, D.Imanishi"
"29533",cs-uni-fundamentos-de-procesamiento-de-imgenes,CS UNI - Fundamentos de Procesamiento de Imágenes,"""Competencia para el curso Fundamento de Procesamiento de Imágenes""",No_Tags,completed,"54836,1120704,2405813,7169741,448347","Giba, Qishen Ha, Bo, Konstantin Yakovlev, SANTIAGO AGUSTIN ARRIBERE"
"29486",pneumonia-tsai,Pneumonia Classification,Homework for pneumonia prediction,No_Tags,completed,"3187622,2123018,18463,4760409,6889936","Mathurin Aché, I-Chen Tsai, gqh932, Muhammed Emin Tetik, Gaurav Dutta"
"29803",house-pricing-prediction,Цены на дома в Мельбурне,Задача предсказания цены дома по его характеристикам,No_Tags,completed,"4760409,4578277,1243482,847605,8613747","tarick.morty, yuanzhe zhou, Oct0pus, Gaurav Dutta, Aneri Dalwadi"
"29793",sc201-july-2021,SC201 July 2021,Boston Housing,No_Tags,completed,"312682,8197706,520790,9204624,6553792","JRPC, Bowei Huang, AnnieLin, LinJiaCheng, Mukesh Raj"
"29483",datasciencemlanddl2,DATA SCIENCE - ML AND DL,TEST CLASSIC ML AND DL ALGORITHMS! :D,No_Tags,completed,"11113130,856223,12713057,2857300,8192266","Dan Presil, Arthur Saprykin, Yanskaya, Danil Lyalin, David Bolshov"
"29663",sliced-s01e11-semifinals,"SLICED s01e11, Semifinals",Predict the price of a house,No_Tags,completed,"666918,4562457,11570669,18463,5998972","Mathurin Aché, alijs, Yue Sun, Lonnie, Muhammad Faisal Ali"
"29723",tm2021-1,Evaluación Final 2021-1,Evaluación de los conceptos aprendidos durante el Módulo de Minería de Texto.,No_Tags,completed,"10196434,471945,3355848,769452,9979524","Ahmet Erdem, Shujun, Gabriel Preda, FerRaAlmx, Verania Jiménez"
"29807","11785-2021fall-hw1p2-testing","11785-2021Fall-HW1P2-Testing",This kaggle is for 2021 Fall TAs to test HW1P2,No_Tags,completed,"1328185,3610365,4760409,2663106,2514988","Tim Riggins, Darek Kłeczek, Alexey Krylov, Gaurav Dutta, Anil Ozturk"
